nom_estab,codigo_act,nombre_act,alcaldia,latitud,longitud,sector_v1
DERMAZONE ZONA ROSA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.42433743,-99.16613019,privado
DERMYDEST,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.30646063,-99.1153886,privado
DIABESMART,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.41825849,-99.17199288,privado
DIMCLINIC CLINICA MEDICINA DEL DEPORTE,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.4311801,-99.17236941,privado
DOCTOR CARLOS GUILLERMO GOMEZ GONZALES ESPECIALIDAD PEDIATRIA,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.41152129,-99.10101606,privado
DOCTORA DE LA VISTA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.46382139,-99.13264788,privado
DOCTORA PEDIATRA,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.26648387,-99.10356422,privado
EIRA MEDICAL GROUP CLINICA ESPECIALIZADA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.48875248,-99.14371259,privado
EMRGENCY PSIQUIQTRI OFICINA DE EMRGENCIAS PSIQUIATRICAS,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29131673,-99.16158757,privado
ENDOSCOPIA ESPECIALIZADA,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39449349,-99.16367812,privado
ENFERMEDADES Y CIRUGIA DE LOS OJOS DR CASTILLEJA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.4907375,-99.13462025,privado
ESCUCHA Y VIVE,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40622908,-99.16856916,privado
ESPECIALIDADES & ILE,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.46044796,-99.06491633,privado
ESPECIALIDADES MEDICAS,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.33762694,-99.1518019,privado
ESPECIALIDADES MEDICAS CARDIOLOGIA,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.29946822,-99.15106245,privado
ESPECIALIDADES MEDICAS COSMOPOLITA,621113,Consultorios de medicina especializada del sector privado,Azcapotzalco,19.47321083,-99.16229371,privado
ESPECIALIDADES MEDICAS ESTRADA,621113,Consultorios de medicina especializada del sector privado,La Magdalena Contreras,19.31832343,-99.2469051,privado
ESPECIALIDADES MEDICAS PLINIO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43684659,-99.20538688,privado
ESPECIALIDADES MEDICAS Y COSMETOLOGIA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.53632029,-99.14892694,privado
ESPECIALIDADES MORA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.49334313,-99.14923659,privado
ESTUDIOS CARDIOVASCULARES CENTRO DE IMAGEN Y TECNOLOGIA EN INTERVENCION VASCULAR,621113,Consultorios de medicina especializada del sector privado,La Magdalena Contreras,19.32067103,-99.22262832,privado
ESTUDIOS DIAGNOSTICOS EN OFTALMOLOGIA,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.41017541,-99.1856103,privado
EVIA ESPECIALIDADES CONSULTORIOS MEDICOS,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.36203145,-99.14894084,privado
EXPRESA TERAPIA EN AUDICION Y LENGUAJE,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.49555433,-99.12271489,privado
FARMACIA ASTURIAS,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40565918,-99.1262206,privado
FARMACIA HOMEOPATICA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.49120679,-99.13359362,privado
FARMACIA HOMEOPATICA DR KENI,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.54678497,-99.13620672,privado
FARMACIA HOMEOPATICA HANNEMAN,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.47663603,-99.11508218,privado
FARMACIA HOMEOPATICA LOS PINOS,621113,Consultorios de medicina especializada del sector privado,Tláhuac,19.29490219,-99.03361561,privado
FARMACIA HOMEOPATICA NEWCELL,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.31558855,-99.11026079,privado
FARMACIA HOMEOPATICA SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Tláhuac,19.27143583,-99.00269822,privado
FARMACIA Y CONSULTORIO CENTRO DE ATENCION DERMATOLOGICA INTEGRAL GARAMURI,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.4345396,-99.18554987,privado
FEPFRA,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37262368,-99.17969389,privado
FISIOMOONGAR SPORTS AND BEAUTY,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.40982057,-99.09034506,privado
FUNDACION DE LA MUJER,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.42322657,-99.13758986,privado
FUNDACION H A P CONSULTORIO MEDICO DE MEDICINA INTERNA,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.33056691,-99.28845963,privado
FUNDACION HPG,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37988775,-99.17463679,privado
GABINETE DE AUDIOLOGIA Y OTONEUROLOGIA Y NEUROFISIOLOGIA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.48955239,-99.12290163,privado
GABINETE DE GLAUCOMA SA DE CV,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40828257,-99.17086771,privado
GAES CENTRO AUDITIVOS,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.34526298,-99.16793679,privado
GERI CENTRO DE ATENCION INTEGRAL MEDICINA PREVENTIVA,621113,Consultorios de medicina especializada del sector privado,La Magdalena Contreras,19.30975217,-99.22907698,privado
GERIATRIA DRA. ENRIQUE RODRIGUEZ,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.30111629,-99.12118356,privado
GERIATRIA ESPECIALIZADA,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.3365018,-99.20201056,privado
GINECEA ATENCION INTEGRAL A LA MUJER,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43637928,-99.17662252,privado
GINECLINIC CUIDADO INTEGRAL FEMENINO,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.49175993,-99.12722861,privado
GINECOLOGA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.53846725,-99.14978236,privado
GINECOLOGIA,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39539823,-99.16208952,privado
GINECOLOGIA JSR CENTRO ESPECIALIZADO EN INFERTILIDAD Y ESTILIDAD,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43087131,-99.20226932,privado
GINECOLOGIA OBSTETRICIA Y COLPOSCOPIA,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.32069712,-99.08679627,privado
GINECOLOGIA Y DENTISTA,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.36300863,-99.09999188,privado
GINECOLOGIA Y OBSTETRICIA,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.26391831,-99.10172041,privado
GINECOLOGIA Y OBSTETRICIA SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.24922363,-99.17327921,privado
GINECOLOGIA Y OBSTETRICIA VIA MEDICA,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.35835529,-99.1304001,privado
GINECOLOGO,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.3900015,-99.21143767,privado
GOLDEN HOUR MEXICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.38517927,-99.17325367,privado
GRUMESA SALUD COAPA,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.30599914,-99.14078341,privado
GRUPO CORPUS ESPECIALIDADES MEDICAS,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.25188477,-99.10578875,privado
GRUPO DE OTORRINOLARINGOLOGOS ASOCIADOS,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.44119135,-99.15074158,privado
GRUPO ESPECIALIDADES MEDICAS,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.36296708,-99.15219785,privado
GRUPO LASER VISION DE MEXICO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.30820229,-99.22342014,privado
GRUPO MEDICO AZCAPOTZALCO,621113,Consultorios de medicina especializada del sector privado,Azcapotzalco,19.47874265,-99.18749575,privado
GRUPO MEDICO CARDIOLOGICO,621113,Consultorios de medicina especializada del sector privado,Iztacalco,19.38838763,-99.13263465,privado
GRUPO MEDICO COYOACAN,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37042422,-99.17122246,privado
GRUPO MEDICO HOMEOPATICO Y NATURISTA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.43432866,-99.13802855,privado
GRUPO MEDICO LA VEREDA GINECOLOGIA,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29143016,-99.12411969,privado
GRUPO MEDICO LOMAS,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.33634944,-99.00593753,privado
GRUPO MEDICO QUIRURGICO ARIZ,621113,Consultorios de medicina especializada del sector privado,La Magdalena Contreras,19.3195573,-99.22644374,privado
GRUPO MEDICO VERSALLES,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.42049044,-99.16345909,privado
GRUPO OFTALMOLOGICO SAN HILARION,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.39936615,-99.17724645,privado
GRUPO SEMEDIC DE MEXICO,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.35418975,-99.18542396,privado
GRUPO SIERRA NEVADA 234,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.42598796,-99.20888795,privado
HEALTHEC BY TECSALUD,621113,Consultorios de medicina especializada del sector privado,La Magdalena Contreras,19.32894968,-99.21349999,privado
HEMODIALISIS MEDI ALTA,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.28033876,-99.13467997,privado
HIDROTERAPIA DE COLON,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29546209,-99.16400913,privado
HOMEOPATIA DE BANGUARDIA,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.33566018,-99.02876317,privado
HOMEOPATIA QUANTIKA,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.36944454,-99.19061708,privado
HOSPITAL SAN ANGEL INN PATRIOTISMO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37627175,-99.18641371,privado
HOSPITAL SERVICIO OFATALMICO,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.4967671,-99.13101638,privado
HYDRA,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.42134631,-99.09082229,privado
INNOVACION DE DESARROLLO DE ESTRATEGIAS EN SALUD,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.30431341,-99.13586563,privado
INSTITUTO MEDICO DE LA VISION,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39000388,-99.17066929,privado
INTEGRA SPINE CLINIC,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.4361772,-99.20298354,privado
INTRA LASIK,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39765613,-99.15156665,privado
JOSE CORTES INSTITUTE,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.4379199,-99.18860016,privado
KALONI SANTA FE,621113,Consultorios de medicina especializada del sector privado,Cuajimalpa de Morelos,19.36131009,-99.27882971,privado
KENKOCLINIC,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.49248398,-99.12957887,privado
KIDZMED,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40319554,-99.16633227,privado
KURACIS,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39800742,-99.17122361,privado
LABORATORO DE ANALISIS JUAREZ,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.34450527,-99.16180595,privado
LEVELS HIGH END DERMATOLOGY,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.31840034,-99.21150789,privado
LOVE MAY SKIN,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40580829,-99.15758062,privado
MAI CLINIC,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43475153,-99.19006016,privado
MANTHRA SPA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.43251061,-99.16901252,privado
MEDIC CENTER CENTRO DE ESPECIALIDADES MEDICAS,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.32989629,-99.13017313,privado
MEDICA BEISTEGUI,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.38426021,-99.15135169,privado
MEDICA ELITE,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.51893144,-99.15455941,privado
MEDICA MONSERRAT,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.29578811,-99.06707063,privado
MEDICA VIAL,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29529656,-99.18430947,privado
MEDICA VIAL,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.41822342,-99.1605737,privado
MEDICINA ALTA ESPECIALIDAD,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29267334,-99.1684182,privado
MEDICINA DE OXIGENACION,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.50476472,-99.12738548,privado
MEDICINA DEL DEPORTE,621113,Consultorios de medicina especializada del sector privado,Azcapotzalco,19.46548132,-99.16686877,privado
MEDICINA DEL DEPORTE Y REHABILITACION FISICA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.44952805,-99.0583442,privado
MEDICINA INTEGRATIVA,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.32409767,-99.14684366,privado
MEDICINA PERIONATAL Y REPRODUCCION HUMANA,621113,Consultorios de medicina especializada del sector privado,Azcapotzalco,19.48161072,-99.18185419,privado
MEDICINA PROGRAMADA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40135245,-99.16740836,privado
MEDICO CIRUJANO HOMEOPATA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.5026134,-99.08829978,privado
MEDICO DERMATOLOGO,621113,Consultorios de medicina especializada del sector privado,Azcapotzalco,19.4730844,-99.14942449,privado
MEDICO ESPECIAL EN ENFERMEDADES NERVIOSAS DEPRESION,621113,Consultorios de medicina especializada del sector privado,Iztacalco,19.39866349,-99.06454518,privado
MEDICO ESPECIALISTA ORTOPEDIA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.46588857,-99.09903655,privado
MEDICO GINECOLOGO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.28485434,-99.22886298,privado
MEDICO GINECOLOGO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Tláhuac,19.29265431,-99.04110205,privado
MEDICO HOMEOPATA,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29024379,-99.22519882,privado
MEDICO HOMEOPATA,621113,Consultorios de medicina especializada del sector privado,Iztacalco,19.38659983,-99.06827426,privado
MEDICO PEDIATRA,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.34718339,-99.10099807,privado
MEDICO PEDIATRA,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.38201291,-99.15365169,privado
MEDICO PEDIATRA NEONATAL,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.36075686,-99.01506543,privado
MEDICOS ASOCIADOS,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.3067289,-99.13145898,privado
MEDICOS ESPECIALISTAS,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.35883315,-99.15234139,privado
